
404196	NC_006962.2	Manual_curation
1406795	NC_022768.1	154701
1091052	NC_019925.1	152427
1922802	NC_033028.1	3008
1046402	NC_018175.1	8410
1454023	NC_023428.1	2398
1540099	NC_027297.1	123475
1395983	NC_024786.1	71248
2259810	NC_039046.1	4995
1434319	NC_023582.1	92417
1223562	NC_018482.1	Manual_curation
1476888	NC_024208.1	54173
187850	NC_033555.1	1364
1923167	NC_032222.1	11081
536084	NC_010835.1	Manual_curation
1410467	NC_022611.1	9271
1930920	NC_032728.1	10845
1074309	NC_023692.1	48984
1922730	NC_032914.1	4382
1708654	NC_027817.1	10893
1572745	NC_028743.1	48594
1367218	NC_038479.1	2200
439425	NC_038897.1	2756
1883379	NC_031120.1	241147
1521389	NC_024481.1	2026
1481465	NC_027926.1	Manual_curation
1923650	NC_032784.1	10472
12092	NC_001489.1	7478
232802	NC_005053.1	1996
1429793	NC_023552.1	47162
307454	NC_026511.1	140913
35244	NC_005261.3	138390
1311277	NC_022007.1	Manual_curation
323118	NC_008558.1	10851
1922873	NC_033303.1	Manual_curation
12242	NC_001367.1	6395
170617	NC_005038.1	99657
889953	NC_020854.1	40658
1685771	NC_029623.1	3049
12232	NC_003224.1	9591
75888	NC_015877.1	Manual_curation
84739	NC_017940.1	127732
1923566	NC_033184.1	10162
1458859	NC_025436.1	133824
1904884	NC_031451.1	2621
1922766	NC_032850.1	8712
1254420	NC_040610.1	10804
313629	NC_007461.1	4530
118655	NC_005776.1	Manual_curation
1685740	NC_029594.1	4301
1188794	NC_019933.2	43870
1916647	NC_031693.1	10025
1985159	NC_035114.1	2389
1870981	NC_040670.1	7624
31600	NC_001932.1	Manual_curation
194540	NC_034387.1	Manual_curation
2338394	NC_040834.1	17320
336987	NC_035887.1	Manual_curation
1795994	NC_038485.1	2250
289367	NC_007014.1	2635
1923664	NC_033417.1	4931
1500866	NC_024488.1	12265
1493858	NC_024078.1	8013
1647308	NC_028928.1	53455
1088890	NC_016418.1	9565
570832	NC_010569.1	1362
1825924	NC_029906.1	5620
1788441	NC_030469.1	2433
1352235	NC_023178.1	7435
743300	NC_038392.1	1699
1566995	NC_027388.1	73050
1417599	NC_022915.1	40471
754052	NC_020849.1	76802
1273739	NC_020478.1	49259
227720	NC_004777.1	37555
1965067	NC_038291.1	15411
2185086	NC_040630.1	7285
1922949	NC_033259.1	2275
1582157	NC_028959.1	52261
1685754	NC_029630.1	2256
2338396	NC_040837.1	6060
1964806	NC_034972.1	27682
1922861	NC_033054.1	11668
1239832	NC_038363.1	2899
307240	NC_006945.1	14844
1883372	NC_031007.1	223935
1843770	NC_030134.1	1856
187978	NC_004573.1	9899
1585840	NC_028950.1	223932
1692246	NC_027785.1	1876
1922644	NC_032628.1	6503
1923195	NC_032199.1	2850
190239	NC_004064.1	7453
1357715	NC_029002.1	169223
35279	NC_033721.1	10266
127507	NC_002362.1	8784
1732064	NC_028821.1	40670
459949	NC_010165.1	294
1923611	NC_033205.1	9287
1477515	NC_039235.1	9560
1302179	NC_033694.1	10095
1462682	NC_027703.1	5961
1923721	NC_033472.1	2976
10533	AC_000017.1	36001
493803	NC_010277.2	5387
1506568	NC_025476.1	1865
12152	NC_001977.1	6035
1933272	NC_038734.1	Manual_curation
1922564	NC_032623.1	8817
59241	NC_015274.1	56506
2116467	NC_040465.1	Manual_curation
1922460	NC_032461.1	3906
1411991	NC_007003.1	7801
1610872	NC_029025.1	41843
1923355	NC_032869.1	11157
151536	NC_002667.1	41834
10620	NC_001595.1	8027
1742594	NC_028140.1	Manual_curation
322019	NC_008724.1	288047
1654927	NC_031053.1	50934
10376	NC_007605.1	171823
1592090	NC_026266.1	2309
12353	NC_004928.1	167560
318835	NC_025396.1	15442
1746059	NC_028374.1	26315
1711685	NC_027924.1	8105
321023	NC_007022.1	172963
1804153	NC_029306.1	8660
196399	NC_001546.1	300
167021	NC_005985.1	3904
1458843	NC_023601.1	97906
1582094	NC_025961.1	7213
538004	NC_012789.1	1384
1606763	NC_028947.1	62738
1162304	NC_017980.1	18397
1923483	NC_033291.1	Manual_curation
573172	NC_029067.1	138234
333968	NC_005338.2	Manual_curation
1548906	NC_026599.1	45808
1335476	NC_033740.1	7958
336959	NC_003790.1	6927
1580497	NC_025962.1	31735
1967841	NC_034240.1	13389
310749	NC_007648.1	17635
1922656	NC_032541.1	9663
1739966	NC_028654.1	56275
2304512	NC_040717.1	2066
795694	NC_024453.2	5153
205872	NC_004683.1	57050
390845	NC_012932.1	11064
282712	NC_038984.1	9448
611709	NC_038722.1	1022
760939	NC_014663.1	169947
619599	NC_011181.1	Manual_curation
150286	NC_013668.3	248526
1922813	NC_033135.1	3015
1923699	NC_033485.1	Manual_curation
862944	NC_014360.1	8086
696863	NC_002803.1	11019
32615	NC_038669.1	9100
2010281	NC_035120.1	3367
1129873	NC_017099.1	9543
2012857	NC_040537.1	2843
74320	NC_023442.1	120420
905054	NC_014596.1	2707
92963	NC_004642.1	2593
745716	NC_038756.1	Manual_curation
2340909	NC_040648.1	Manual_curation
722418	NC_027996.1	175720
1904411	NC_034219.1	5014
304222	NC_006935.1	1348
1602124	NC_027123.1	4083
577122	NC_034151.1	10937
203168	NC_016417.1	13807
507476	NC_010440.1	2761
157239	NC_003315.1	31508
191460	NC_004637.1	2668
12063	NC_038319.1	7339
1384632	NC_023038.1	1365
1690666	NC_027713.1	10119
260827	NC_005891.1	39786
1425362	NC_025468.1	8047
374422	NC_018853.1	40474
2041417	NC_040317.1	2213
307444	NC_025257.1	102759
572239	NC_012931.1	5673
1117633	NC_025355.1	19152
1569258	NC_028232.1	11214
1923540	NC_033236.1	3259
1923228	NC_032251.1	2802
1838067	NC_030944.1	74073
12204	NC_019409.1	9445
1391027	NC_025728.1	2122
138948	NC_001612.1	7413
31741	NC_001886.1	9384
1407057	NC_033274.1	1369
2033721	NC_038689.1	1337
1980612	NC_031317.1	Manual_curation
642022	NC_025408.1	11980
213769	NC_008370.1	30510
1233488	NC_021776.1	42313
2050020	NC_040604.1	7373
190064	NC_000899.1	Manual_curation
317858	NC_019491.1	291144
1223261	NC_020202.1	37740
146269	NC_007501.1	36466
42630	NC_038934.1	Manual_curation
11232	NC_001921.1	15690
1383055	NC_022063.1	70115
12201	NC_038562.1	9455
1756285	NC_030398.1	
12027	NC_004301.1	4276
1076345	NC_025964.1	2752
10617	NC_001457.1	7353
2069322	NC_040592.1	3433
1406788	NC_022765.1	49836
508750	NC_010435.1	2740
12179	NC_001483.1	6151
1147154	NC_019705.1	38759
232380	NC_025680.1	2763
1341101	NC_022747.1	34145
2108201	NC_040614.1	11919
2480179	NC_040629.1	6208
1684115	NC_028672.1	149732
1112770	NC_016404.1	7488
333767	NC_001694.1	7989
1923740	NC_033710.1	9305
1698356	NC_028844.1	57293
1921825	NC_032106.1	4580
1883202	NC_031113.1	44513
1923268	NC_032970.1	4633
1458711	NC_024209.1	67383
1969351	NC_034569.1	9403
2304516	NC_040575.1	2645
1357669	NC_022059.1	77367
227137	NC_004673.1	2739
1923378	NC_033241.1	8114
333760	NC_001526.4	7906
2029306	NC_040677.1	5082
319522	NC_016434.1	65839
1542090	NC_028939.1	68871
537009	NC_025375.1	28096
223358	NC_001828.1	Manual_curation
1041526	NC_022920.1	139738
261726	NC_009016.1	38197
1577776	NC_025845.1	Manual_curation
347482	NC_038917.1	Manual_curation
1493509	NC_026923.1	179110
881953	NC_015263.1	114768
148880	NC_002797.1	Manual_curation
1922991	NC_032944.1	14440
12471	NC_033706.1	4297
2499625	NC_040515.1	Manual_curation
1026955	NC_015569.1	178563
351427	NC_025388.1	9409
1852625	NC_031087.1	168272
335404	NC_038879.1	2778
45455	NC_006146.1	171096
1891720	NC_025898.1	5055
1329649	NC_029300.1	5203
1455653	NC_003639.1	1009
540070	NC_039034.1	107772
1079999	NC_019443.1	172879
255521	NC_038693.1	1194
10398	NC_007646.1	135135
1455075	NC_023576.1	39207
1070410	NC_017995.1	7236
1450142	NC_023573.1	142094
1416026	NC_022801.1	6379
1506184	NC_024372.1	1374
1983561	NC_035113.1	5921
1340708	NC_022055.1	59179
71186	NC_009606.1	Manual_curation
186637	NC_003556.1	2766
332054	NC_007383.1	134394
1168549	NC_018279.1	49116
282786	NC_007915.3	8226
1843767	NC_030132.1	2355
1505026	NC_028917.1	41931
1500386	NC_024355.1	93794
1100790	NC_016764.1	40058
104263	NC_002552.1	8612
1608072	NC_031217.1	10925
1129147	NC_020080.1	174413
2163916	NC_040819.1	2568
1246677	NC_008311.1	7382
1923168	NC_033134.1	8799
1922354	NC_032428.1	2953
2170126	NC_027777.1	2530
1813779	NC_031946.1	40443
1093773	NC_016080.1	8315
2219133	NC_040350.1	5497
1125653	NC_016761.1	38684
133789	NC_004764.2	4981
2008771	NC_031916.1	8916
2480188	NC_040701.1	8625
1922697	NC_032895.1	3995
393598	NC_009542.2	33985
671095	NC_014473.1	2744
186371	NC_003405.1	1353
1965225	NC_040790.1	9503
1848152	NC_030863.1	2718
1922446	NC_032421.1	4198
2083198	NC_038671.1	11395
196375	NC_004452.3	3644
1777016	NC_029096.1	5003
1690818	NC_028952.1	60934
392761	NC_009030.1	2762
380438	NC_034535.1	10853
1680894	NC_040598.1	5068
759701	NC_014143.1	7737
1923083	NC_033251.1	5032
1777064	NC_030909.1	50183
693272	NC_014637.1	617453
1500808	NC_027359.1	29491
235266	NC_005830.1	20869
192584	NC_004062.1	119217
35302	NC_039230.1	14904
63746	NC_038882.1	9599
445227	NC_009533.1	4293
1221206	NC_018457.1	Manual_curation
2304505	NC_040647.1	5415
714640	NC_004706.1	1372
12332	NC_036597.1	Manual_curation
1712387	NC_027921.1	2794
1296656	NC_028983.1	138877
1922591	NC_032531.1	8920
1821551	NC_031247.1	50636
1544378	NC_025244.1	1359
1457165	NC_023440.1	9023
1912234	NC_031750.1	10562
1676185	NC_030461.1	2356
573900	NC_013058.1	Manual_curation
1105378	NC_023674.1	6318
2137352	NC_040314.1	7567
312295	NC_014545.1	5866
447597	NC_009563.1	1372
57119	NC_003493.2	2561
1567026	NC_028881.1	170473
253701	NC_006059.1	6624
1922385	NC_032456.1	10084
2170238	NC_008029.1	9345
1654357	NC_027128.1	9786
486898	NC_010148.1	1361
473784	NC_027710.2	4230
1922590	NC_032599.1	9153
2480175	NC_040814.1	7106
1673886	NC_028691.1	68227
1922607	NC_032556.1	9113
2040662	NC_038688.1	1334
67962	NC_003871.1	2835
2169984	NC_003680.1	5273
1511885	NC_020499.1	5413
1837862	NC_031101.1	33697
1327956	NC_022323.1	136910
1558469	NC_027397.1	39725
1573458	NC_029066.1	48666
2025595	NC_035470.1	10187
260908	NC_005850.1	Manual_curation
1476390	NC_024381.1	43056
129009	NC_002486.1	45636
1705090	NC_028130.1	1353
1701814	NC_031941.1	34563
1923485	NC_032830.1	8664
1204178	NC_019931.1	26449
1843750	NC_030119.1	2755
1922704	NC_032945.1	4711
1406784	NC_022766.1	49246
11976	NC_001543.1	7437
245685	NC_009540.1	49902
1815510	NC_031125.1	41005
1530085	NC_025115.1	40002
12049	NC_003056.1	5853
1608107	NC_030752.1	Manual_curation
1922436	NC_032470.1	2584
1610829	NC_028786.1	49462
1379720	NC_025720.1	2262
1922610	NC_032530.1	8647
1457322	NC_029082.1	Manual_curation
70566	NC_009894.1	Manual_curation
45103	NC_002358.1	Manual_curation
687343	NC_014069.1	3690
925986	NC_015292.1	84565
1655022	NC_027622.1	29330
57477	NC_018856.1	153962
1923486	NC_032858.1	9887
91740	NC_038264.1	73200
112436	NC_015393.1	9999
447606	NC_009562.1	1344
1655023	NC_027621.1	29463
1432563	NC_027198.1	4194
1327037	NC_023614.1	43153
1260769	NC_019547.1	1378
1262513	NC_020083.1	157834
2058094	NC_040399.1	Manual_curation
1283071	NC_021540.1	69278
1167310	NC_038383.1	Manual_curation
1141133	NC_018863.1	162596
2010277	NC_035132.1	11503
1476887	NC_024203.1	53513
1479613	NC_025395.1	11876
1608048	NC_031138.1	Manual_curation
311228	NC_010743.1	Manual_curation
